error_category,events_count,users_count,example_message
执行动作 Db id: <id> 在动作组中: <id> Unknown column 'info' in 'field list' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'inf,1,1,执行动作 Db id: a97296fd-91b1-4061-9656-35ad6beda16d 在动作组中: bf3deed7-602b-4aa4-bef7-24a71c462ef1 Unknown column 'info' in 'field list' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'info' in 'field lis
执行动作C#自定义代码: 检查元素.id: <id> 动作组 id: <id> Server Error (ElementIsExists): element not exists | System.Exception: Server Error (ElementIsExists,1,1,执行动作C#自定义代码: 检查元素.id: 5d231d77-a5b3-47ce-8d85-5600da7ebfe7 动作组 id: fcc653f7-f4dc-433f-901a-ff8aaead4ec9 Server Error (ElementIsExists): element not exists | System.Exception: Server Error (ElementIsExists): element not e
"执行动作C#自定义代码: 按名称激活Aarp.id: <id> 动作组 id: <id> Server Error (ActivatePageByName): Page by name: ""aarp"" is not found | System.Exception: Server",1,1,"执行动作C#自定义代码: 按名称激活Aarp.id: 7b83d582-1e9f-40fb-a319-9f11d35e197b 动作组 id: fcc653f7-f4dc-433f-901a-ff8aaead4ec9 Server Error (ActivatePageByName): Page by name: ""aarp"" is not found | System.Exception: Server Error (Activate"
执行动作C#自定义代码: 连接到浏览器.id: <id> 动作组 id: <id> 'ZennoLab.JXParser.JsonDynamic' does not contain a definition for 'data' | Microsoft.CSharp.Runtim,1,1,执行动作C#自定义代码: 连接到浏览器.id: a5acb7c2-ccf0-4f2e-a9f8-9a87d7f85607 动作组 id: fcc653f7-f4dc-433f-901a-ff8aaead4ec9 'ZennoLab.JXParser.JsonDynamic' does not contain a definition for 'data' | Microsoft.CSharp.RuntimeBinder.RuntimeB
"运行 HTTP 动作id<id> 动作组id<id> 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""<n>-b94c3421-US_-session-vA1",1,1,"运行 HTTP 动作id6ad207ab-617c-48aa-856b-d548d0cd2265 动作组idfcc653f7-f4dc-433f-901a-ff8aaead4ec9 该代理格式不正确: ""8221009-b94c3421-US_-session-vA1L26Ao-life-1h"" | System.Exception: 该代理格式不正确: ""8221009-b94c3421-US_-session-vA1L26Ao-li"
Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Incorrect extension parsing type! | System.InvalidOperationExcept,1,1,Выполнение действия WebBrowserExtensions id: 9b5db5aa-f2ed-4814-b14f-db0729c29f16 группы действий id: c55de588-2b04-4dec-8fa7-15b89becc7c3 Incorrect extension parsing type! | System.InvalidOperationException: Incorrect e
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: 73",1,1,"Поиск текста на странице действия id: 1a7b32ef-a70c-4053-abf5-725a1da50980 группы действий id: 653a7d28-ca55-4a62-be45-61cccdfcf36d Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: 73"
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: fgfgfg",1,1,"Поиск текста на странице действия id: cf36780a-0562-4f00-8f9c-c1793224ae35 группы действий id: ec56fd6a-4389-4546-80f5-ddcef3f98eae Не найден, Url: https://www.gayxnow.com/upload-video/, Regex: fgfgfg"
Подпроект gg. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Робочий,1,1,Подпроект gg. Выполнение логического оператора If действия id: 5b5ecae3-23d8-4b7f-8d38-77070102ada5 группы действий id: d954994f-2fa4-46b7-be77-268b1a8af1e7 подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Нова папка
Подпроект newAccs. Выполнение логического оператора If действия id: <id> группы действий id: <id> подпроект path: C:\Users\chyzh\OneDrive\Ро,1,1,Подпроект newAccs. Выполнение логического оператора If действия id: 8820a367-7490-40c1-b586-d32e01b7df4f группы действий id: 73d1e8fc-2eb1-445d-8ac1-6594f759e779 подпроект path: C:\Users\chyzh\OneDrive\Робочий стіл\Нова 
Подпроект newAccs. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: G:\Інші комп’ютери\Мій ноутбук\Нова пап,1,1,Подпроект newAccs. Выполнение действия HtmlElement id: 47cc6744-2be7-4ac6-9a38-5c246a3a437b группы действий id: a576802b-3eb4-45e2-8f7e-ee8bffa9b2de подпроект path: G:\Інші комп’ютери\Мій ноутбук\Нова папка\newAccs.zp Не
Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Ошибка обращения к Instance.NewTab | System.Exception: Ошибка ,1,1,Выполнение действия WebBrowserTabManagement id: f664570c-2bb8-44dc-90c2-1073b04056a3 группы действий id: 45714640-41ef-4f09-bc15-9330ee90ee52 Ошибка обращения к Instance.NewTab | System.Exception: Ошибка обращения к Inst
Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\scripts\replace_images_key.bat действия id: <id> группы действий ,1,1,Выполнение программы C:\Users\ilya.krabik\zenno_poster\chat_gpt_for_images\scripts\replace_images_key.bat действия id: 682b54b0-a9a2-4f47-9fd8-8ae0915c27e1 группы действий id: 4632bb3a-7f8c-49f6-8299-1cbbf27cf3a1 Результ
Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: <n>; Column: 0] Phone not found in record | System.Exception: Phone not,1,1,Executing action CSharp OwnCode.id: 6782fbe8-ad69-4ab3-8c7f-1de1262226db action group id: 95cea21e-c6c1-48b4-8607-bcbb3a971063 [Row: 100; Column: 0] Phone not found in record | System.Exception: Phone not found in record
Executing action CSharp OwnCode.id: <id> action group id: <id> [Row: 12; Column: 0] No file or email | System.Exception: No file or email,1,1,"Executing action CSharp OwnCode.id: 3e7024d6-b25b-446b-bf8b-07e6029e7792 action group id: 95cea21e-c6c1-48b4-8607-bcbb3a971063 [Row: 12; Column: 0] No file or email | System.Exception: No file or email
   at ZennoLab.Ow"
Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: CurrentEmail | ZennoLab.TemplateManipulator.V4.Helpers.Inva,1,1,Executing action CSharp OwnCode.id: 8f7d5e95-1c8e-410b-a053-01d1ebbb249d action group id: 95cea21e-c6c1-48b4-8607-bcbb3a971063 No such variable: CurrentEmail | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep
Executing action CSharp OwnCode.id: <id> action group id: <id> No such variable: FoundRecord | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1,Executing action CSharp OwnCode.id: 3e7024d6-b25b-446b-bf8b-07e6029e7792 action group id: 95cea21e-c6c1-48b4-8607-bcbb3a971063 No such variable: FoundRecord | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcept
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\z",1,1,"Выполнение действия Profile id: e15c8b44-110a-4334-8f9e-29d108ee72be группы действий id: 93302839-cbba-4ad1-9cdb-8a949378cb81 Файла не существует по пути ""C:\Users\user\Documents\Zenno\youtube_\profiles\zuzasoxulen72@gma"
Выполнение действия Directory id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcep,1,1,Выполнение действия Directory id: ff869ed6-7f76-45b4-be97-00f91daa7c12 группы действий id: dbc3f114-d993-477c-86b4-a2261b18701b No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such li
Выполнение действия HtmlElement id: <id> группы действий id: <id> Перед Drop должен быть Drag | System.Exception: Перед Drop должен быть Dra,1,1,"Выполнение действия HtmlElement id: 4675b00d-97d6-4aac-99c2-12199a4590eb группы действий id: 64fbe726-6c33-431d-a2f9-9ddfbfc6bb13 Перед Drop должен быть Drag | System.Exception: Перед Drop должен быть Drag
   в ZennoLab"
Выполнение действия CSharp OwnCode: Загрузим на сервер. id: <id> группы действий id: <id> [Строка: 9; Cтолбец: 0] Файл не найден: Скриншоты\,1,1,Выполнение действия CSharp OwnCode: Загрузим на сервер. id: bc94c305-4a15-4592-b6ff-281ed9c74d95 группы действий id: 628e405a-2671-4eab-981f-72b8468e2800 [Строка: 9; Cтолбец: 0] Файл не найден: Скриншоты\2026\Яндекс Отзы
Подпроект humanEmulation. Выполнение действия Emulation id: <id> группы действий id: <id> подпроект path: C:\soft\ZennoPoster\Accounts\human,1,1,Подпроект humanEmulation. Выполнение действия Emulation id: 28446ac0-4715-422c-a3d3-a20fe8ffc271 группы действий id: 2144d3a7-ea93-4fa5-9b40-2ce61cfa58ed подпроект path: C:\soft\ZennoPoster\Accounts\humanEmulation.zp Вып
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://yandex.ru/search/?text=1win+вакансии&clid=<n>&lr",1,1,"Поиск текста на странице действия id: d2b1ec12-23ec-4489-9284-abc87a7b8482 группы действий id: d17e5b10-cbc2-4771-8d0a-45556a9ed3ec Не найден, Url: https://yandex.ru/search/?text=1win+вакансии&clid=2295665&lr=213&redircn"
Выполнение действия Random id: <id> группы действий id: <id> No such variable: t | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableEx,1,1,Выполнение действия Random id: 12685453-e645-4085-a651-71ae355b6f69 группы действий id: 2ac1e964-2d27-4fbd-aba4-d92748537e64 No such variable: t | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such
